,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
6417,2018,Ethiopia,Czechia,5,0,0,5
6418,2018,Georgia,Czechia,16,45,0,61
6419,2018,Guinea,Czechia,5,0,0,5
6420,2018,India,Czechia,0,5,0,5
6421,2018,Iran (Islamic Rep. of),Czechia,8,8,0,16
6422,2018,Iraq,Czechia,172,21,0,193
6423,2018,Jordan,Czechia,0,5,0,5
6424,2018,Kazakhstan,Czechia,120,24,0,144
6425,2018,Kyrgyzstan,Czechia,14,18,0,32
6426,2018,Libya,Czechia,14,14,0,28
6427,2018,Lebanon,Czechia,5,0,0,5
6428,2018,Sri Lanka,Czechia,7,0,0,7
6429,2018,Rep. of Moldova,Czechia,19,7,0,26
6430,2018,Mongolia,Czechia,6,6,0,12
6431,2018,Morocco,Czechia,5,0,0,5
6432,2018,Myanmar,Czechia,145,0,0,145
6433,2018,Nigeria,Czechia,8,17,0,25
6434,2018,Pakistan,Czechia,13,23,0,36
6435,2018,Russian Federation,Czechia,148,53,0,201
6436,2018,Saudi Arabia,Czechia,5,0,0,5
6437,2018,Serbia and Kosovo: S/RES/1244 (1999),Czechia,9,0,0,9
6438,2018,Sierra Leone,Czechia,5,0,0,5
6439,2018,Somalia,Czechia,10,5,0,15
6440,2018,Viet Nam,Czechia,16,45,0,61
6441,2018,Sudan,Czechia,11,0,0,11
6442,2018,Syrian Arab Rep.,Czechia,448,8,0,456
6443,2018,Turkmenistan,Czechia,7,0,0,7
6444,2018,Togo,Czechia,5,0,0,5
6445,2018,Tunisia,Czechia,0,8,0,8
6446,2018,Türkiye,Czechia,5,20,0,25
6447,2018,Uganda,Czechia,5,0,0,5
6448,2018,Ukraine,Czechia,318,241,0,559
6449,2018,Uzbekistan,Czechia,72,52,0,124
6450,2018,Venezuela (Bolivarian Republic of),Czechia,5,5,0,10
6451,2018,Yemen,Czechia,15,5,0,20
6452,2018,Stateless,Czechia,98,15,0,113
6453,2018,Unknown ,Czechia,0,1077,0,1077
6454,2018,Afghanistan,Denmark,2750,284,0,3034
6455,2018,Albania,Denmark,5,15,0,20
6456,2018,Algeria,Denmark,5,16,0,21
6457,2018,Egypt,Denmark,16,10,0,26
6458,2018,Armenia,Denmark,71,36,0,107
6459,2018,Azerbaijan,Denmark,41,16,0,57
6460,2018,Burundi,Denmark,5,5,0,10
6461,2018,Bangladesh,Denmark,20,6,0,26
6462,2018,Belarus,Denmark,5,18,0,23
6463,2018,Bosnia and Herzegovina,Denmark,5,0,0,5
6464,2018,China,Denmark,16,0,0,16
6465,2018,Cameroon,Denmark,6,17,0,23
6466,2018,Congo,Denmark,5,0,0,5
6467,2018,Dem. Rep. of the Congo,Denmark,84,15,0,99
6468,2018,Colombia,Denmark,5,35,0,40
6469,2018,Eritrea,Denmark,4610,322,0,4932
6470,2018,Ethiopia,Denmark,93,22,0,115
6471,2018,Gambia,Denmark,5,11,0,16
6472,2018,Palestinian,Denmark,20,0,0,20
6473,2018,Georgia,Denmark,5,145,0,150
6474,2018,Ghana,Denmark,5,10,0,15
6475,2018,Guinea-Bissau,Denmark,5,0,0,5
6476,2018,Guinea,Denmark,0,11,0,11
6477,2018,Cote d'Ivoire,Denmark,14,0,0,14
6478,2018,India,Denmark,5,9,0,14
6479,2018,Indonesia,Denmark,0,10,0,10
6480,2018,Iran (Islamic Rep. of),Denmark,3253,295,0,3548
6481,2018,Iraq,Denmark,446,172,0,618
6482,2018,Jordan,Denmark,5,13,0,18
6483,2018,Kenya,Denmark,6,9,0,15
6484,2018,Kyrgyzstan,Denmark,5,0,0,5
6485,2018,Dem. People's Rep. of Korea,Denmark,9,0,0,9
6486,2018,Libya,Denmark,11,13,0,24
6487,2018,Lebanon,Denmark,25,10,0,35
6488,2018,Sri Lanka,Denmark,61,28,0,89
6489,2018,North Macedonia,Denmark,0,9,0,9
6490,2018,Morocco,Denmark,8,51,0,59
6491,2018,Myanmar,Denmark,30,12,0,42
6492,2018,Nepal,Denmark,5,0,0,5
6493,2018,Nicaragua,Denmark,0,8,0,8
6494,2018,Nigeria,Denmark,12,40,0,52
6495,2018,Pakistan,Denmark,64,14,0,78
6496,2018,South Africa,Denmark,0,5,0,5
6497,2018,Russian Federation,Denmark,923,64,0,987
6498,2018,Rwanda,Denmark,17,0,0,17
6499,2018,El Salvador,Denmark,5,8,0,13
6500,2018,Serbia and Kosovo: S/RES/1244 (1999),Denmark,0,7,0,7
6501,2018,Senegal,Denmark,0,5,0,5
6502,2018,Sierra Leone,Denmark,0,5,0,5
6503,2018,Somalia,Denmark,1303,149,0,1452
6504,2018,Viet Nam,Denmark,0,14,0,14
6505,2018,Sudan,Denmark,71,6,0,77
6506,2018,Syrian Arab Rep.,Denmark,19698,292,0,19990
6507,2018,Thailand,Denmark,5,0,0,5
6508,2018,Tajikistan,Denmark,5,0,0,5
6509,2018,Tunisia,Denmark,0,9,0,9
6510,2018,Türkiye,Denmark,5,27,0,32
6511,2018,Uganda,Denmark,74,23,0,97
6512,2018,Ukraine,Denmark,27,46,0,73
6513,2018,Uzbekistan,Denmark,10,0,0,10
6514,2018,Venezuela (Bolivarian Republic of),Denmark,0,22,0,22
6515,2018,Yemen,Denmark,5,5,0,10
6516,2018,Zimbabwe,Denmark,10,0,0,10
6517,2018,Stateless,Denmark,2696,293,0,2989
6518,2018,Unknown ,Denmark,28,8,0,36
6519,2018,Eritrea,Djibouti,382,478,0,860
6520,2018,Ethiopia,Djibouti,510,9902,0,10412
6521,2018,Iraq,Djibouti,14,5,0,19
6522,2018,Kenya,Djibouti,11,0,0,11
6523,2018,Mali,Djibouti,0,5,0,5
6524,2018,Philippines,Djibouti,5,0,0,5
6525,2018,Somalia,Djibouti,12660,84,0,12744
6526,2018,Sudan,Djibouti,7,0,0,7
6527,2018,South Sudan,Djibouti,0,5,0,5
6528,2018,Syrian Arab Rep.,Djibouti,10,0,0,10
6529,2018,Yemen,Djibouti,4694,0,0,4694
6530,2018,Afghanistan,Dominican Rep.,0,5,0,5
6531,2018,Colombia,Dominican Rep.,0,6,0,6
6532,2018,Cuba,Dominican Rep.,0,18,0,18
6533,2018,Haiti,Dominican Rep.,164,221,0,385
6534,2018,Honduras,Dominican Rep.,0,5,0,5
6535,2018,Venezuela (Bolivarian Republic of),Dominican Rep.,0,72,0,72
6536,2018,Afghanistan,Ecuador,141,9,0,150
6537,2018,Albania,Ecuador,6,0,0,6
6538,2018,Angola,Ecuador,5,39,0,44
6539,2018,Egypt,Ecuador,0,10,0,10
6540,2018,Bangladesh,Ecuador,5,11,0,16
6541,2018,Brazil,Ecuador,5,8,0,13
6542,2018,Canada,Ecuador,0,5,0,5
6543,2018,China,Ecuador,12,0,0,12
6544,2018,Chile,Ecuador,5,8,0,13
6545,2018,Cameroon,Ecuador,6,17,0,23
6546,2018,Congo,Ecuador,5,0,0,5
6547,2018,Dem. Rep. of the Congo,Ecuador,0,35,0,35
6548,2018,Colombia,Ecuador,50532,10029,0,60561
6549,2018,Cuba,Ecuador,212,80,0,292
6550,2018,Dominican Rep.,Ecuador,5,10,0,15
6551,2018,Eritrea,Ecuador,11,0,0,11
6552,2018,Ethiopia,Ecuador,5,0,0,5
6553,2018,Gambia,Ecuador,0,5,0,5
6554,2018,Palestinian,Ecuador,7,5,0,12
6555,2018,Ghana,Ecuador,5,5,0,10
6556,2018,Guinea,Ecuador,9,0,0,9
6557,2018,Haiti,Ecuador,21,10,0,31
6558,2018,Honduras,Ecuador,0,5,0,5
6559,2018,Cote d'Ivoire,Ecuador,0,5,0,5
6560,2018,India,Ecuador,0,10,0,10
6561,2018,Iran (Islamic Rep. of),Ecuador,41,37,0,78
6562,2018,Iraq,Ecuador,61,7,0,68
6563,2018,Liberia,Ecuador,5,5,0,10
6564,2018,Libya,Ecuador,5,5,0,10
6565,2018,Lebanon,Ecuador,5,5,0,10
6566,2018,Sri Lanka,Ecuador,18,6,0,24
6567,2018,North Macedonia,Ecuador,14,0,0,14
6568,2018,Mexico,Ecuador,0,5,0,5
6569,2018,Mali,Ecuador,5,0,0,5
6570,2018,Morocco,Ecuador,5,0,0,5
6571,2018,Nepal,Ecuador,5,0,0,5
6572,2018,Nicaragua,Ecuador,0,11,0,11
6573,2018,Nigeria,Ecuador,26,19,0,45
6574,2018,Pakistan,Ecuador,28,8,0,36
6575,2018,Peru,Ecuador,82,91,0,173
6576,2018,Philippines,Ecuador,0,6,0,6
6577,2018,Russian Federation,Ecuador,31,5,0,36
6578,2018,El Salvador,Ecuador,15,18,0,33
6579,2018,Saudi Arabia,Ecuador,5,8,0,13
6580,2018,Somalia,Ecuador,8,0,0,8
6581,2018,Spain,Ecuador,5,0,0,5
6582,2018,Viet Nam,Ecuador,5,0,0,5
6583,2018,Sudan,Ecuador,5,5,0,10
6584,2018,Syrian Arab Rep.,Ecuador,102,90,0,192
6585,2018,Turkmenistan,Ecuador,0,8,0,8
6586,2018,Türkiye,Ecuador,0,6,0,6
6587,2018,Ukraine,Ecuador,14,0,0,14
6588,2018,United States of America,Ecuador,7,0,0,7
6589,2018,Uzbekistan,Ecuador,5,0,0,5
6590,2018,Venezuela (Bolivarian Republic of),Ecuador,15,6292,0,6307
6591,2018,Western Sahara,Ecuador,5,0,0,5
6592,2018,Yemen,Ecuador,50,101,0,151
6593,2018,Zimbabwe,Ecuador,5,0,0,5
6594,2018,Unknown ,Ecuador,49976,0,0,49976
6595,2018,Eritrea,Eritrea,0,0,0,0
6596,2018,Ethiopia,Eritrea,26,0,0,26
6597,2018,Somalia,Eritrea,2148,0,0,2148
6598,2018,Sudan,Eritrea,70,0,0,70
6599,2018,South Sudan,Eritrea,8,0,0,8
6600,2018,Afghanistan,Estonia,8,0,0,8
6601,2018,Egypt,Estonia,0,5,0,5
6602,2018,Azerbaijan,Estonia,5,0,0,5
6603,2018,Eritrea,Estonia,5,0,0,5
6604,2018,Georgia,Estonia,5,0,0,5
6605,2018,Iran (Islamic Rep. of),Estonia,0,5,0,5
6606,2018,Iraq,Estonia,25,0,0,25
6607,2018,Sri Lanka,Estonia,6,0,0,6
6608,2018,Pakistan,Estonia,5,5,0,10
6609,2018,Russian Federation,Estonia,22,6,0,28
6610,2018,Serbia and Kosovo: S/RES/1244 (1999),Estonia,5,0,0,5
6611,2018,Sudan,Estonia,18,0,0,18
6612,2018,Syrian Arab Rep.,Estonia,146,0,0,146
6613,2018,Ukraine,Estonia,64,9,0,73
6614,2018,Yemen,Estonia,5,0,0,5
6615,2018,Stateless,Estonia,0,0,0,0
6616,2018,Egypt,Ethiopia,5,0,0,5
6617,2018,Burundi,Ethiopia,62,68,0,130
6618,2018,Dem. Rep. of the Congo,Ethiopia,552,297,0,849
6619,2018,Cuba,Ethiopia,5,0,0,5
6620,2018,Djibouti,Ethiopia,79,8,0,87
6621,2018,Eritrea,Ethiopia,173965,139,0,174104
6622,2018,Ethiopia,Ethiopia,0,0,2615800,0
6623,2018,Cote d'Ivoire,Ethiopia,5,0,0,5
6624,2018,Iraq,Ethiopia,10,0,0,10
6625,2018,Kenya,Ethiopia,3471,429,0,3900
6626,2018,Rwanda,Ethiopia,11,6,0,17
6627,2018,Somalia,Ethiopia,257199,84,0,257283
6628,2018,Sudan,Ethiopia,44003,437,0,44440
6629,2018,South Sudan,Ethiopia,422135,400,0,422535
6630,2018,Syrian Arab Rep.,Ethiopia,9,70,0,79
6631,2018,Uganda,Ethiopia,17,5,0,22
6632,2018,Yemen,Ethiopia,1698,193,0,1891
6633,2018,Afghanistan,Fiji,0,7,0,7
6634,2018,Bangladesh,Fiji,0,5,0,5
6635,2018,Pakistan,Fiji,0,5,0,5
6636,2018,Afghanistan,Finland,2944,187,0,3131
6637,2018,Albania,Finland,5,7,0,12
6638,2018,Algeria,Finland,15,10,0,25
6639,2018,Angola,Finland,111,16,0,127
6640,2018,Egypt,Finland,14,15,0,29
6641,2018,Armenia,Finland,0,5,0,5
6642,2018,Azerbaijan,Finland,43,12,0,55
6643,2018,Burundi,Finland,5,5,0,10
6644,2018,Bangladesh,Finland,22,16,0,38
6645,2018,Burkina Faso,Finland,5,0,0,5
6646,2018,Belarus,Finland,13,15,0,28
6647,2018,Brazil,Finland,5,5,0,10
6648,2018,Bulgaria,Finland,0,5,0,5
6649,2018,Cambodia,Finland,5,0,0,5
6650,2018,Central African Rep.,Finland,5,0,0,5
6651,2018,China,Finland,125,11,0,136
6652,2018,Cameroon,Finland,91,56,0,147
6653,2018,Congo,Finland,10,0,0,10
6654,2018,Dem. Rep. of the Congo,Finland,135,19,0,154
6655,2018,Cuba,Finland,5,8,0,13
6656,2018,Dominican Rep.,Finland,5,0,0,5
6657,2018,Ecuador,Finland,5,0,0,5
6658,2018,Eritrea,Finland,840,12,0,852
6659,2018,Ethiopia,Finland,149,25,0,174
6660,2018,Gambia,Finland,30,12,0,42
6661,2018,Georgia,Finland,5,19,0,24
6662,2018,Ghana,Finland,53,7,0,60
6663,2018,Guatemala,Finland,5,0,0,5
6664,2018,Guinea,Finland,20,5,0,25
6665,2018,Honduras,Finland,13,0,0,13
6666,2018,Cote d'Ivoire,Finland,11,0,0,11
6667,2018,India,Finland,5,5,0,10
6668,2018,Iran (Islamic Rep. of),Finland,871,228,0,1099
6669,2018,Iraq,Finland,8523,1044,0,9567
6670,2018,Jordan,Finland,0,10,0,10
6671,2018,Kazakhstan,Finland,13,5,0,18
6672,2018,Kenya,Finland,13,5,0,18
6673,2018,Kyrgyzstan,Finland,19,0,0,19
6674,2018,Liberia,Finland,5,0,0,5
6675,2018,Libya,Finland,26,5,0,31
6676,2018,Lebanon,Finland,12,5,0,17
6677,2018,Sri Lanka,Finland,67,12,0,79
6678,2018,Mauritania,Finland,5,0,0,5
6679,2018,Rep. of Moldova,Finland,6,0,0,6
6680,2018,Mexico,Finland,0,5,0,5
6681,2018,Mali,Finland,6,0,0,6
6682,2018,Morocco,Finland,37,12,0,49
6683,2018,Myanmar,Finland,30,5,0,35
6684,2018,Nicaragua,Finland,0,26,0,26
6685,2018,Nigeria,Finland,160,78,0,238
6686,2018,Pakistan,Finland,70,21,0,91
6687,2018,Russian Federation,Finland,730,597,0,1327
6688,2018,Rwanda,Finland,26,11,0,37
6689,2018,El Salvador,Finland,10,0,0,10
6690,2018,Serbia and Kosovo: S/RES/1244 (1999),Finland,72,8,0,80
6691,2018,Senegal,Finland,5,5,0,10
6692,2018,Sierra Leone,Finland,6,5,0,11
6693,2018,Somalia,Finland,3319,172,0,3491
6694,2018,Viet Nam,Finland,5,0,0,5
6695,2018,Sudan,Finland,39,0,0,39
6696,2018,South Sudan,Finland,8,0,0,8
6697,2018,Syrian Arab Rep.,Finland,2497,73,0,2570
6698,2018,United Rep. of Tanzania,Finland,5,8,0,13
6699,2018,Tajikistan,Finland,0,5,0,5
6700,2018,Togo,Finland,5,0,0,5
6701,2018,Tunisia,Finland,5,0,0,5
6702,2018,Türkiye,Finland,183,268,0,451
6703,2018,Uganda,Finland,31,8,0,39
6704,2018,Ukraine,Finland,8,38,0,46
6705,2018,Uzbekistan,Finland,6,0,0,6
6706,2018,Venezuela (Bolivarian Republic of),Finland,5,8,0,13
6707,2018,Yemen,Finland,182,46,0,228
6708,2018,Zimbabwe,Finland,5,0,0,5
6709,2018,Stateless,Finland,414,16,0,430
6710,2018,Unknown ,Finland,159,58,0,217
6711,2018,Afghanistan,France,18534,8085,0,26619
6712,2018,Albania,France,5119,5019,0,10138
6713,2018,Algeria,France,1790,1395,0,3185
6714,2018,Angola,France,3541,942,0,4483
6715,2018,Egypt,France,980,413,0,1393
6716,2018,Argentina,France,5,5,0,10
6717,2018,Armenia,France,4197,1778,0,5975
6718,2018,Azerbaijan,France,2886,384,0,3270
6719,2018,Bahrain,France,10,0,0,10
6720,2018,Burundi,France,834,211,0,1045
6721,2018,Benin,France,49,46,0,95
6722,2018,Bangladesh,France,5631,3958,0,9589
6723,2018,Bhutan,France,123,5,0,128
6724,2018,Burkina Faso,France,236,231,0,467
6725,2018,Belarus,France,509,33,0,542
6726,2018,Bolivia (Plurinational State of),France,38,0,0,38
6727,2018,Brazil,France,15,0,0,15
6728,2018,Bosnia and Herzegovina,France,4099,448,0,4547
6729,2018,Bulgaria,France,70,0,0,70
6730,2018,Cambodia,France,11193,32,0,11225
6731,2018,Central African Rep.,France,2962,831,0,3793
6732,2018,Chad,France,1604,816,0,2420
6733,2018,China,France,5810,964,0,6774
6734,2018,Chile,France,69,0,0,69
6735,2018,Cameroon,France,1246,928,0,2174
6736,2018,Congo,France,3519,1058,0,4577
6737,2018,Dem. Rep. of the Congo,France,16484,3267,0,19751
6738,2018,Comoros,France,583,401,0,984
6739,2018,Colombia,France,527,211,0,738
6740,2018,Costa Rica,France,5,0,0,5
6741,2018,Cuba,France,179,28,0,207
6742,2018,Czechia,France,27,0,0,27
6743,2018,Djibouti,France,308,56,0,364
6744,2018,Dominican Rep.,France,56,0,0,56
6745,2018,Ecuador,France,25,0,0,25
6746,2018,Equatorial Guinea,France,32,17,0,49
6747,2018,Eritrea,France,5040,1092,0,6132
6748,2018,Estonia,France,7,0,0,7
6749,2018,Ethiopia,France,1423,774,0,2197
6750,2018,Gabon,France,179,365,0,544
6751,2018,Gambia,France,286,106,0,392
6752,2018,Palestinian,France,940,271,0,1211
6753,2018,Georgia,France,3233,4342,0,7575
6754,2018,Germany,France,5,0,0,5
6755,2018,Ghana,France,513,0,0,513
6756,2018,Guinea-Bissau,France,900,87,0,987
6757,2018,Guatemala,France,14,0,0,14
6758,2018,Guinea,France,9264,6076,0,15340
6759,2018,Guyana,France,17,0,0,17
6760,2018,Haiti,France,3567,1256,0,4823
6761,2018,Honduras,France,10,0,0,10
6762,2018,Croatia,France,59,0,0,59
6763,2018,Hungary,France,56,0,0,56
6764,2018,Cote d'Ivoire,France,4199,4794,0,8993
6765,2018,India,France,223,202,0,425
6766,2018,Indonesia,France,7,0,0,7
6767,2018,Iran (Islamic Rep. of),France,2757,647,0,3404
6768,2018,Iraq,France,8131,1521,0,9652
6769,2018,Israel,France,7,0,0,7
6770,2018,Jamaica,France,16,0,0,16
6771,2018,Jordan,France,31,5,0,36
6772,2018,Kazakhstan,France,584,181,0,765
6773,2018,Kenya,France,123,24,0,147
6774,2018,Kyrgyzstan,France,309,12,0,321
6775,2018,Rep. of Korea,France,0,7,0,7
6776,2018,Dem. People's Rep. of Korea,France,0,6,0,6
6777,2018,Kuwait,France,121,173,0,294
6778,2018,Lao People's Dem. Rep.,France,6617,5,0,6622
6779,2018,Liberia,France,239,35,0,274
6780,2018,Libya,France,721,792,0,1513
6781,2018,Lebanon,France,140,124,0,264
6782,2018,Sri Lanka,France,23918,1837,0,25755
6783,2018,Lithuania,France,9,0,0,9
6784,2018,Latvia,France,33,0,0,33
6785,2018,Madagascar,France,218,51,0,269
6786,2018,Mauritania,France,5419,959,0,6378
6787,2018,North Macedonia,France,351,666,0,1017
6788,2018,Rep. of Moldova,France,319,187,0,506
6789,2018,Maldives,France,5,0,0,5
6790,2018,Mexico,France,24,0,0,24
6791,2018,Mali,France,4773,2162,0,6935
6792,2018,Malaysia,France,11,0,0,11
6793,2018,Mongolia,France,445,193,0,638
6794,2018,Morocco,France,632,449,0,1081
6795,2018,Mozambique,France,11,5,0,16
6796,2018,Montenegro,France,89,32,0,121
6797,2018,Mauritius,France,26,5,0,31
6798,2018,Myanmar,France,321,28,0,349
6799,2018,Nepal,France,141,70,0,211
6800,2018,Niger,France,89,45,0,134
6801,2018,Nicaragua,France,8,5,0,13
6802,2018,Nigeria,France,2525,2880,0,5405
6803,2018,Pakistan,France,1639,1891,0,3530
6804,2018,Paraguay,France,6,0,0,6
6805,2018,Peru,France,315,33,0,348
6806,2018,Philippines,France,5,0,0,5
6807,2018,Poland,France,139,0,0,139
6808,2018,Romania,France,146,0,0,146
6809,2018,South Africa,France,42,0,0,42
6810,2018,Russian Federation,France,15898,2492,0,18390
6811,2018,Rwanda,France,2890,368,0,3258
6812,2018,El Salvador,France,55,14,0,69
6813,2018,Saudi Arabia,France,12,0,0,12
6814,2018,Serbia and Kosovo: S/RES/1244 (1999),France,13778,2454,0,16232
6815,2018,Senegal,France,1351,1196,0,2547
6816,2018,Sierra Leone,France,580,271,0,851
6817,2018,Somalia,France,3640,2483,0,6123
6818,2018,Viet Nam,France,7821,26,0,7847
6819,2018,Sao Tome and Principe,France,5,0,0,5
6820,2018,Sudan,France,14700,3949,0,18649
6821,2018,Suriname,France,5,0,0,5
6822,2018,South Sudan,France,40,0,0,40
6823,2018,Slovakia,France,113,0,0,113
6824,2018,Syrian Arab Rep.,France,15822,3352,0,19174
6825,2018,United Rep. of Tanzania,France,9,5,0,14
6826,2018,Thailand,France,6,0,0,6
6827,2018,Tajikistan,France,48,0,0,48
6828,2018,Turkmenistan,France,23,0,0,23
6829,2018,Togo,France,743,248,0,991
6830,2018,Tunisia,France,326,225,0,551
6831,2018,Türkiye,France,11196,1628,0,12824
6832,2018,Uganda,France,133,16,0,149
6833,2018,Ukraine,France,1715,703,0,2418
6834,2018,Uzbekistan,France,212,9,0,221
6835,2018,Venezuela (Bolivarian Republic of),France,304,403,0,707
6836,2018,Western Sahara,France,573,1097,0,1670
6837,2018,Yemen,France,338,196,0,534
6838,2018,Zambia,France,5,0,0,5
6839,2018,Zimbabwe,France,46,6,0,52
6840,2018,Stateless,France,0,515,0,515
6841,2018,Unknown ,France,91266,1442,0,92708
6842,2018,Burundi,Gabon,5,0,0,5
6843,2018,Central African Rep.,Gabon,38,9,0,47
6844,2018,Chad,Gabon,421,12,0,433
6845,2018,Cameroon,Gabon,5,0,0,5
6846,2018,Congo,Gabon,85,0,0,85
6847,2018,Dem. Rep. of the Congo,Gabon,74,56,0,130
6848,2018,Equatorial Guinea,Gabon,5,5,0,10
6849,2018,Mauritania,Gabon,7,0,0,7
6850,2018,Sao Tome and Principe,Gabon,26,0,0,26
6851,2018,Sudan,Gabon,5,0,0,5
6852,2018,Togo,Gabon,15,0,0,15
6853,2018,Central African Rep.,Gambia,0,15,0,15
6854,2018,Congo,Gambia,0,5,0,5
6855,2018,Dem. Rep. of the Congo,Gambia,48,6,0,54
6856,2018,Guinea-Bissau,Gambia,0,6,0,6
6857,2018,Guinea,Gambia,5,5,0,10
6858,2018,Cote d'Ivoire,Gambia,138,5,0,143
6859,2018,Liberia,Gambia,14,0,0,14
6860,2018,Senegal,Gambia,3709,296,0,4005
6861,2018,Sierra Leone,Gambia,106,11,0,117
6862,2018,Togo,Gambia,7,0,0,7
6863,2018,Afghanistan,United Kingdom of Great Britain and Northern Ireland,9839,2438,0,12277
6864,2018,Albania,United Kingdom of Great Britain and Northern Ireland,2617,4150,0,6767
6865,2018,Algeria,United Kingdom of Great Britain and Northern Ireland,337,257,0,594
6866,2018,Angola,United Kingdom of Great Britain and Northern Ireland,178,66,0,244
6867,2018,Antigua and Barbuda,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
6868,2018,Egypt,United Kingdom of Great Britain and Northern Ireland,758,327,0,1085
6869,2018,Armenia,United Kingdom of Great Britain and Northern Ireland,59,10,0,69
6870,2018,Australia,United Kingdom of Great Britain and Northern Ireland,5,7,0,12
6871,2018,Azerbaijan,United Kingdom of Great Britain and Northern Ireland,134,56,0,190
6872,2018,Bahrain,United Kingdom of Great Britain and Northern Ireland,168,11,0,179
6873,2018,Barbados,United Kingdom of Great Britain and Northern Ireland,11,0,0,11
6874,2018,Burundi,United Kingdom of Great Britain and Northern Ireland,50,11,0,61
6875,2018,Benin,United Kingdom of Great Britain and Northern Ireland,7,15,0,22
6876,2018,Bangladesh,United Kingdom of Great Britain and Northern Ireland,1363,1483,0,2846
6877,2018,Bahamas,United Kingdom of Great Britain and Northern Ireland,5,5,0,10
6878,2018,Bhutan,United Kingdom of Great Britain and Northern Ireland,71,0,0,71
6879,2018,Burkina Faso,United Kingdom of Great Britain and Northern Ireland,7,5,0,12
6880,2018,Belarus,United Kingdom of Great Britain and Northern Ireland,131,17,0,148
6881,2018,Bolivia (Plurinational State of),United Kingdom of Great Britain and Northern Ireland,14,20,0,34
6882,2018,Botswana,United Kingdom of Great Britain and Northern Ireland,22,38,0,60
6883,2018,Brazil,United Kingdom of Great Britain and Northern Ireland,16,62,0,78
6884,2018,Bosnia and Herzegovina,United Kingdom of Great Britain and Northern Ireland,21,5,0,26
6885,2018,Belize,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
6886,2018,Canada,United Kingdom of Great Britain and Northern Ireland,10,0,0,10
6887,2018,Central African Rep.,United Kingdom of Great Britain and Northern Ireland,10,0,0,10
6888,2018,Chad,United Kingdom of Great Britain and Northern Ireland,41,23,0,64
6889,2018,China,United Kingdom of Great Britain and Northern Ireland,1465,952,0,2417
6890,2018,Chile,United Kingdom of Great Britain and Northern Ireland,0,6,0,6
6891,2018,Cameroon,United Kingdom of Great Britain and Northern Ireland,633,189,0,822
6892,2018,Congo,United Kingdom of Great Britain and Northern Ireland,122,23,0,145
6893,2018,Dem. Rep. of the Congo,United Kingdom of Great Britain and Northern Ireland,1091,198,0,1289
6894,2018,Comoros,United Kingdom of Great Britain and Northern Ireland,5,5,0,10
6895,2018,Colombia,United Kingdom of Great Britain and Northern Ireland,31,21,0,52
6896,2018,Costa Rica,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
6897,2018,Cuba,United Kingdom of Great Britain and Northern Ireland,12,0,0,12
6898,2018,Cabo Verde,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
6899,2018,Cyprus,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
6900,2018,Djibouti,United Kingdom of Great Britain and Northern Ireland,5,5,0,10
6901,2018,Dominica,United Kingdom of Great Britain and Northern Ireland,17,7,0,24
6902,2018,Ecuador,United Kingdom of Great Britain and Northern Ireland,9,9,0,18
6903,2018,Eritrea,United Kingdom of Great Britain and Northern Ireland,13041,1833,0,14874
6904,2018,Ethiopia,United Kingdom of Great Britain and Northern Ireland,1601,500,0,2101
6905,2018,Fiji,United Kingdom of Great Britain and Northern Ireland,8,0,0,8
6906,2018,Gabon,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
6907,2018,Gambia,United Kingdom of Great Britain and Northern Ireland,1308,113,0,1421
6908,2018,Palestinian,United Kingdom of Great Britain and Northern Ireland,536,259,0,795
6909,2018,Georgia,United Kingdom of Great Britain and Northern Ireland,68,80,0,148
6910,2018,Germany,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
6911,2018,Ghana,United Kingdom of Great Britain and Northern Ireland,315,260,0,575
6912,2018,Guinea-Bissau,United Kingdom of Great Britain and Northern Ireland,7,5,0,12
6913,2018,Greece,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
6914,2018,Grenada,United Kingdom of Great Britain and Northern Ireland,20,16,0,36
6915,2018,Guatemala,United Kingdom of Great Britain and Northern Ireland,7,5,0,12
6916,2018,Guinea,United Kingdom of Great Britain and Northern Ireland,258,49,0,307
6917,2018,Guyana,United Kingdom of Great Britain and Northern Ireland,20,0,0,20
6918,2018,Haiti,United Kingdom of Great Britain and Northern Ireland,0,9,0,9
6919,2018,"China, Hong Kong SAR",United Kingdom of Great Britain and Northern Ireland,0,11,0,11
6920,2018,Honduras,United Kingdom of Great Britain and Northern Ireland,38,60,0,98
6921,2018,Cote d'Ivoire,United Kingdom of Great Britain and Northern Ireland,223,73,0,296
6922,2018,India,United Kingdom of Great Britain and Northern Ireland,396,1667,0,2063
6923,2018,Indonesia,United Kingdom of Great Britain and Northern Ireland,23,27,0,50
6924,2018,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,17231,3276,0,20507
6925,2018,Iraq,United Kingdom of Great Britain and Northern Ireland,4708,3420,0,8128
