,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
1394,2017,Ukraine,Denmark,26,43,0,69
1395,2017,United States of America,Denmark,0,5,0,5
1396,2017,Uzbekistan,Denmark,11,5,0,16
1397,2017,Venezuela (Bolivarian Republic of),Denmark,0,12,0,12
1398,2017,Yemen,Denmark,5,5,0,10
1399,2017,Zimbabwe,Denmark,13,0,0,13
1400,2017,Stateless,Denmark,2676,722,0,3398
1401,2017,Unknown ,Denmark,30,6,0,36
1402,2017,Eritrea,Djibouti,406,787,0,1193
1403,2017,Ethiopia,Djibouti,527,8504,0,9031
1404,2017,Iraq,Djibouti,14,5,0,19
1405,2017,Kenya,Djibouti,10,0,0,10
1406,2017,Philippines,Djibouti,5,0,0,5
1407,2017,Somalia,Djibouti,13108,56,0,13164
1408,2017,Sudan,Djibouti,6,0,0,6
1409,2017,South Sudan,Djibouti,0,5,0,5
1410,2017,Syrian Arab Rep.,Djibouti,9,0,0,9
1411,2017,Yemen,Djibouti,3468,0,0,3468
1412,2017,Afghanistan,Dominican Rep.,5,7,0,12
1413,2017,Colombia,Dominican Rep.,0,14,0,14
1414,2017,Cuba,Dominican Rep.,0,33,0,33
1415,2017,Ecuador,Dominican Rep.,5,0,0,5
1416,2017,Haiti,Dominican Rep.,574,730,0,1304
1417,2017,Honduras,Dominican Rep.,0,5,0,5
1418,2017,Iraq,Dominican Rep.,5,0,0,5
1419,2017,Syrian Arab Rep.,Dominican Rep.,0,6,0,6
1420,2017,Türkiye,Dominican Rep.,0,5,0,5
1421,2017,Ukraine,Dominican Rep.,5,0,0,5
1422,2017,Venezuela (Bolivarian Republic of),Dominican Rep.,0,50,0,50
1423,2017,Afghanistan,Ecuador,94,63,0,157
1424,2017,Albania,Ecuador,6,0,0,6
1425,2017,Angola,Ecuador,0,26,0,26
1426,2017,Egypt,Ecuador,0,8,0,8
1427,2017,Bangladesh,Ecuador,0,12,0,12
1428,2017,Brazil,Ecuador,5,6,0,11
1429,2017,Canada,Ecuador,0,5,0,5
1430,2017,China,Ecuador,12,0,0,12
1431,2017,Chile,Ecuador,5,6,0,11
1432,2017,Cameroon,Ecuador,0,9,0,9
1433,2017,Congo,Ecuador,5,0,0,5
1434,2017,Dem. Rep. of the Congo,Ecuador,0,14,0,14
1435,2017,Colombia,Ecuador,46616,10310,0,56926
1436,2017,Cuba,Ecuador,212,53,0,265
1437,2017,Dominican Rep.,Ecuador,5,9,0,14
1438,2017,Eritrea,Ecuador,11,0,0,11
1439,2017,Ethiopia,Ecuador,5,0,0,5
1440,2017,Gambia,Ecuador,0,5,0,5
1441,2017,Palestinian,Ecuador,7,5,0,12
1442,2017,Ghana,Ecuador,5,5,0,10
1443,2017,Guinea,Ecuador,9,0,0,9
1444,2017,Haiti,Ecuador,21,7,0,28
1445,2017,India,Ecuador,0,7,0,7
1446,2017,Iran (Islamic Rep. of),Ecuador,23,43,0,66
1447,2017,Iraq,Ecuador,35,33,0,68
1448,2017,Liberia,Ecuador,5,0,0,5
1449,2017,Libya,Ecuador,0,8,0,8
1450,2017,Lebanon,Ecuador,5,5,0,10
1451,2017,Sri Lanka,Ecuador,14,6,0,20
1452,2017,North Macedonia,Ecuador,14,0,0,14
1453,2017,Mexico,Ecuador,0,5,0,5
1454,2017,Mali,Ecuador,5,0,0,5
1455,2017,Morocco,Ecuador,5,0,0,5
1456,2017,Nepal,Ecuador,5,0,0,5
1457,2017,Nigeria,Ecuador,23,13,0,36
1458,2017,Pakistan,Ecuador,25,11,0,36
1459,2017,Peru,Ecuador,80,89,0,169
1460,2017,Philippines,Ecuador,0,6,0,6
1461,2017,Russian Federation,Ecuador,30,0,0,30
1462,2017,El Salvador,Ecuador,0,18,0,18
1463,2017,Saudi Arabia,Ecuador,5,0,0,5
1464,2017,Somalia,Ecuador,7,0,0,7
1465,2017,Spain,Ecuador,5,0,0,5
1466,2017,Viet Nam,Ecuador,5,0,0,5
1467,2017,Sudan,Ecuador,5,0,0,5
1468,2017,Syrian Arab Rep.,Ecuador,39,115,0,154
1469,2017,Turkmenistan,Ecuador,0,8,0,8
1470,2017,Türkiye,Ecuador,0,5,0,5
1471,2017,Ukraine,Ecuador,0,14,0,14
1472,2017,United States of America,Ecuador,6,0,0,6
1473,2017,Uzbekistan,Ecuador,5,0,0,5
1474,2017,Venezuela (Bolivarian Republic of),Ecuador,5,862,0,867
1475,2017,Western Sahara,Ecuador,5,0,0,5
1476,2017,Yemen,Ecuador,0,104,0,104
1477,2017,Zimbabwe,Ecuador,5,0,0,5
1478,2017,Unknown ,Ecuador,45026,0,0,45026
1479,2017,Eritrea,Eritrea,0,0,0,0
1480,2017,Ethiopia,Eritrea,30,0,0,30
1481,2017,Somalia,Eritrea,2286,0,0,2286
1482,2017,Sudan,Eritrea,67,0,0,67
1483,2017,South Sudan,Eritrea,9,0,0,9
1484,2017,Afghanistan,Estonia,23,0,0,23
1485,2017,Albania,Estonia,0,5,0,5
1486,2017,Bangladesh,Estonia,5,0,0,5
1487,2017,Belarus,Estonia,7,5,0,12
1488,2017,Eritrea,Estonia,5,0,0,5
1489,2017,Palestinian,Estonia,5,0,0,5
1490,2017,Georgia,Estonia,7,0,0,7
1491,2017,Iran (Islamic Rep. of),Estonia,0,5,0,5
1492,2017,Iraq,Estonia,32,6,0,38
1493,2017,Sri Lanka,Estonia,12,0,0,12
1494,2017,Pakistan,Estonia,5,0,0,5
1495,2017,Russian Federation,Estonia,26,9,0,35
1496,2017,Serbia and Kosovo: S/RES/1244 (1999),Estonia,5,0,0,5
1497,2017,Somalia,Estonia,5,0,0,5
1498,2017,Sudan,Estonia,24,0,0,24
1499,2017,Syrian Arab Rep.,Estonia,151,0,0,151
1500,2017,Türkiye,Estonia,5,0,0,5
1501,2017,Ukraine,Estonia,88,0,0,88
1502,2017,Venezuela (Bolivarian Republic of),Estonia,0,6,0,6
1503,2017,Stateless,Estonia,0,0,0,0
1504,2017,Egypt,Ethiopia,5,0,0,5
1505,2017,Burundi,Ethiopia,58,74,0,132
1506,2017,Dem. Rep. of the Congo,Ethiopia,530,523,0,1053
1507,2017,Cuba,Ethiopia,5,0,0,5
1508,2017,Djibouti,Ethiopia,76,8,0,84
1509,2017,Eritrea,Ethiopia,164605,216,0,164821
1510,2017,Ethiopia,Ethiopia,0,0,1078429,0
1511,2017,Cote d'Ivoire,Ethiopia,5,0,0,5
1512,2017,Iraq,Ethiopia,10,0,0,10
1513,2017,Kenya,Ethiopia,3459,429,0,3888
1514,2017,Rwanda,Ethiopia,10,6,0,16
1515,2017,Somalia,Ethiopia,253779,83,0,253862
1516,2017,Sudan,Ethiopia,43892,497,0,44389
1517,2017,South Sudan,Ethiopia,421373,494,0,421867
1518,2017,Syrian Arab Rep.,Ethiopia,9,67,0,76
1519,2017,Uganda,Ethiopia,18,5,0,23
1520,2017,Yemen,Ethiopia,1578,191,0,1769
1521,2017,Afghanistan,Fiji,7,5,0,12
1522,2017,Pakistan,Fiji,0,5,0,5
1523,2017,Afghanistan,Finland,2571,320,0,2891
1524,2017,Albania,Finland,5,5,0,10
1525,2017,Algeria,Finland,17,10,0,27
1526,2017,Angola,Finland,139,15,0,154
1527,2017,Egypt,Finland,13,12,0,25
1528,2017,Azerbaijan,Finland,43,9,0,52
1529,2017,Burundi,Finland,5,0,0,5
1530,2017,Bangladesh,Finland,22,10,0,32
1531,2017,Burkina Faso,Finland,5,5,0,10
1532,2017,Belarus,Finland,13,10,0,23
1533,2017,Brazil,Finland,5,0,0,5
1534,2017,Bosnia and Herzegovina,Finland,5,0,0,5
1535,2017,Bulgaria,Finland,0,5,0,5
1536,2017,Cambodia,Finland,5,0,0,5
1537,2017,Central African Rep.,Finland,5,0,0,5
1538,2017,China,Finland,90,66,0,156
1539,2017,Cameroon,Finland,90,29,0,119
1540,2017,Congo,Finland,10,0,0,10
1541,2017,Dem. Rep. of the Congo,Finland,158,14,0,172
1542,2017,Cuba,Finland,5,0,0,5
1543,2017,Dominican Rep.,Finland,5,0,0,5
1544,2017,Ecuador,Finland,5,0,0,5
1545,2017,Eritrea,Finland,564,276,0,840
1546,2017,Ethiopia,Finland,144,30,0,174
1547,2017,Gambia,Finland,29,13,0,42
1548,2017,Georgia,Finland,5,45,0,50
1549,2017,Ghana,Finland,52,10,0,62
1550,2017,Guatemala,Finland,5,0,0,5
1551,2017,Guinea,Finland,21,0,0,21
1552,2017,Honduras,Finland,11,0,0,11
1553,2017,Croatia,Finland,10,0,0,10
1554,2017,Cote d'Ivoire,Finland,13,0,0,13
1555,2017,India,Finland,8,9,0,17
1556,2017,Indonesia,Finland,0,10,0,10
1557,2017,Iran (Islamic Rep. of),Finland,877,82,0,959
1558,2017,Iraq,Finland,7849,1057,0,8906
1559,2017,Kazakhstan,Finland,13,0,0,13
1560,2017,Kenya,Finland,13,0,0,13
1561,2017,Kyrgyzstan,Finland,19,0,0,19
1562,2017,Liberia,Finland,5,0,0,5
1563,2017,Libya,Finland,27,5,0,32
1564,2017,Lebanon,Finland,14,0,0,14
1565,2017,Sri Lanka,Finland,107,19,0,126
1566,2017,Mauritania,Finland,5,0,0,5
1567,2017,North Macedonia,Finland,0,5,0,5
1568,2017,Rep. of Moldova,Finland,6,0,0,6
1569,2017,Mali,Finland,6,0,0,6
1570,2017,Morocco,Finland,37,15,0,52
1571,2017,Myanmar,Finland,30,0,0,30
1572,2017,Nigeria,Finland,161,58,0,219
1573,2017,Pakistan,Finland,66,38,0,104
1574,2017,Russian Federation,Finland,761,332,0,1093
1575,2017,Rwanda,Finland,24,12,0,36
1576,2017,El Salvador,Finland,10,0,0,10
1577,2017,Serbia and Kosovo: S/RES/1244 (1999),Finland,96,6,0,102
1578,2017,Senegal,Finland,5,0,0,5
1579,2017,Sierra Leone,Finland,6,0,0,6
1580,2017,Somalia,Finland,3257,188,0,3445
1581,2017,Viet Nam,Finland,5,0,0,5
1582,2017,Sudan,Finland,38,7,0,45
1583,2017,South Sudan,Finland,5,0,0,5
1584,2017,Syrian Arab Rep.,Finland,2370,132,0,2502
1585,2017,United Rep. of Tanzania,Finland,5,0,0,5
1586,2017,Tajikistan,Finland,0,5,0,5
1587,2017,Togo,Finland,5,0,0,5
1588,2017,Tunisia,Finland,5,0,0,5
1589,2017,Türkiye,Finland,145,92,0,237
1590,2017,Uganda,Finland,27,8,0,35
1591,2017,Ukraine,Finland,10,21,0,31
1592,2017,Uzbekistan,Finland,6,0,0,6
1593,2017,Venezuela (Bolivarian Republic of),Finland,5,11,0,16
1594,2017,Yemen,Finland,139,49,0,188
1595,2017,Zambia,Finland,0,5,0,5
1596,2017,Stateless,Finland,392,23,0,415
1597,2017,Unknown ,Finland,164,28,0,192
1598,2017,Afghanistan,France,13425,4314,0,17739
1599,2017,Albania,France,4349,4229,0,8578
1600,2017,Algeria,France,1654,1424,0,3078
1601,2017,Angola,France,3428,734,0,4162
1602,2017,Egypt,France,886,302,0,1188
1603,2017,Argentina,France,5,0,0,5
1604,2017,Armenia,France,4113,1432,0,5545
1605,2017,Azerbaijan,France,2916,306,0,3222
1606,2017,Bahrain,France,6,0,0,6
1607,2017,Burundi,France,607,195,0,802
1608,2017,Benin,France,36,26,0,62
1609,2017,Bangladesh,France,5160,2451,0,7611
1610,2017,Bhutan,France,117,8,0,125
1611,2017,Burkina Faso,France,193,69,0,262
1612,2017,Belarus,France,514,10,0,524
1613,2017,Bolivia (Plurinational State of),France,36,0,0,36
1614,2017,Brazil,France,12,0,0,12
1615,2017,Bosnia and Herzegovina,France,4085,383,0,4468
1616,2017,Bulgaria,France,71,0,0,71
1617,2017,Cambodia,France,11361,13,0,11374
1618,2017,Central African Rep.,France,2642,790,0,3432
1619,2017,Chad,France,1392,613,0,2005
1620,2017,China,France,4541,900,0,5441
1621,2017,Chile,France,67,0,0,67
1622,2017,Cameroon,France,1041,535,0,1576
1623,2017,Congo,France,3317,961,0,4278
1624,2017,Dem. Rep. of the Congo,France,15697,2850,0,18547
1625,2017,Comoros,France,575,250,0,825
1626,2017,Colombia,France,488,128,0,616
1627,2017,Cuba,France,167,9,0,176
1628,2017,Czechia,France,27,0,0,27
1629,2017,Djibouti,France,256,46,0,302
1630,2017,Dominican Rep.,France,49,241,0,290
1631,2017,Ecuador,France,26,0,0,26
1632,2017,Equatorial Guinea,France,32,5,0,37
1633,2017,Eritrea,France,3768,840,0,4608
1634,2017,Estonia,France,7,0,0,7
1635,2017,Ethiopia,France,1109,554,0,1663
1636,2017,Gabon,France,82,371,0,453
1637,2017,Gambia,France,252,80,0,332
1638,2017,Palestinian,France,813,199,0,1012
1639,2017,Georgia,France,3083,1394,0,4477
1640,2017,Germany,France,6,0,0,6
1641,2017,Ghana,France,516,16,0,532
1642,2017,Guinea-Bissau,France,896,44,0,940
1643,2017,Guatemala,France,14,0,0,14
1644,2017,Guinea,France,7788,3178,0,10966
1645,2017,Guyana,France,16,0,0,16
1646,2017,Haiti,France,3497,3282,0,6779
1647,2017,Honduras,France,6,0,0,6
1648,2017,Croatia,France,62,0,0,62
1649,2017,Hungary,France,65,0,0,65
1650,2017,Cote d'Ivoire,France,3263,2928,0,6191
1651,2017,India,France,213,35,0,248
1652,2017,Indonesia,France,6,0,0,6
1653,2017,Iran (Islamic Rep. of),France,2580,415,0,2995
1654,2017,Iraq,France,7265,946,0,8211
1655,2017,Israel,France,7,0,0,7
1656,2017,Jamaica,France,14,0,0,14
1657,2017,Jordan,France,27,0,0,27
1658,2017,Kazakhstan,France,553,42,0,595
1659,2017,Kenya,France,107,17,0,124
1660,2017,Kyrgyzstan,France,306,10,0,316
1661,2017,Dem. People's Rep. of Korea,France,5,7,0,12
1662,2017,Kuwait,France,77,0,0,77
1663,2017,Lao People's Dem. Rep.,France,6721,0,0,6721
1664,2017,Liberia,France,232,24,0,256
1665,2017,Libya,France,540,519,0,1059
1666,2017,Lebanon,France,135,30,0,165
1667,2017,Sri Lanka,France,24110,1463,0,25573
1668,2017,Lithuania,France,11,0,0,11
1669,2017,Latvia,France,38,0,0,38
1670,2017,Madagascar,France,221,35,0,256
1671,2017,Mauritania,France,5320,526,0,5846
1672,2017,North Macedonia,France,340,492,0,832
1673,2017,Rep. of Moldova,France,322,6,0,328
1674,2017,Mexico,France,23,0,0,23
1675,2017,Mali,France,4381,1030,0,5411
1676,2017,Malaysia,France,9,0,0,9
1677,2017,Mongolia,France,422,48,0,470
1678,2017,Morocco,France,473,359,0,832
1679,2017,Mozambique,France,9,6,0,15
1680,2017,Montenegro,France,86,46,0,132
1681,2017,Mauritius,France,16,8,0,24
1682,2017,Myanmar,France,316,30,0,346
1683,2017,Nepal,France,129,67,0,196
1684,2017,Niger,France,64,44,0,108
1685,2017,Nigeria,France,2101,1857,0,3958
1686,2017,Pakistan,France,1399,1279,0,2678
1687,2017,Paraguay,France,6,0,0,6
1688,2017,Peru,France,298,9,0,307
1689,2017,Poland,France,140,0,0,140
1690,2017,Romania,France,151,0,0,151
1691,2017,South Africa,France,32,0,0,32
1692,2017,Russian Federation,France,15634,1731,0,17365
1693,2017,Rwanda,France,2807,342,0,3149
1694,2017,El Salvador,France,38,5,0,43
1695,2017,Saudi Arabia,France,12,0,0,12
1696,2017,Serbia and Kosovo: S/RES/1244 (1999),France,13376,2294,0,15670
1697,2017,Senegal,France,1094,802,0,1896
1698,2017,Sierra Leone,France,541,70,0,611
1699,2017,Somalia,France,2964,1217,0,4181
1700,2017,Viet Nam,France,7911,18,0,7929
1701,2017,Sao Tome and Principe,France,5,0,0,5
1702,2017,Sudan,France,11337,3832,0,15169
1703,2017,Suriname,France,0,5,0,5
1704,2017,South Sudan,France,27,0,0,27
1705,2017,Slovakia,France,116,0,0,116
1706,2017,Syrian Arab Rep.,France,12520,2394,0,14914
1707,2017,United Rep. of Tanzania,France,8,5,0,13
1708,2017,Thailand,France,6,0,0,6
1709,2017,Tajikistan,France,48,5,0,53
1710,2017,Turkmenistan,France,21,0,0,21
1711,2017,Togo,France,719,184,0,903
1712,2017,Tunisia,France,293,43,0,336
1713,2017,Türkiye,France,10727,1083,0,11810
1714,2017,Uganda,France,120,5,0,125
1715,2017,Ukraine,France,1605,439,0,2044
1716,2017,United States of America,France,0,5,0,5
1717,2017,Uzbekistan,France,212,6,0,218
1718,2017,Venezuela (Bolivarian Republic of),France,123,189,0,312
1719,2017,Western Sahara,France,512,1104,0,1616
1720,2017,Yemen,France,218,11,0,229
1721,2017,Zimbabwe,France,44,0,0,44
1722,2017,Stateless,France,0,0,0,0
1723,2017,Unknown ,France,86381,1866,0,88247
1724,2017,Burundi,Gabon,8,0,0,8
1725,2017,Central African Rep.,Gabon,38,0,0,38
1726,2017,Chad,Gabon,570,0,0,570
1727,2017,Cameroon,Gabon,5,0,0,5
1728,2017,Congo,Gabon,86,0,0,86
1729,2017,Dem. Rep. of the Congo,Gabon,74,5,0,79
1730,2017,Equatorial Guinea,Gabon,5,0,0,5
1731,2017,Mauritania,Gabon,8,0,0,8
1732,2017,Sao Tome and Principe,Gabon,26,0,0,26
1733,2017,Sudan,Gabon,5,0,0,5
1734,2017,South Sudan,Gabon,5,0,0,5
1735,2017,Togo,Gabon,15,0,0,15
1736,2017,Congo,Gambia,9,0,0,9
1737,2017,Dem. Rep. of the Congo,Gambia,59,0,0,59
1738,2017,Guinea-Bissau,Gambia,12,0,0,12
1739,2017,Cote d'Ivoire,Gambia,188,0,0,188
1740,2017,Liberia,Gambia,67,0,0,67
1741,2017,Senegal,Gambia,7557,5,0,7562
1742,2017,Sierra Leone,Gambia,119,0,0,119
1743,2017,Somalia,Gambia,5,0,0,5
1744,2017,Togo,Gambia,23,0,0,23
1745,2017,Afghanistan,United Kingdom of Great Britain and Northern Ireland,9858,2347,0,12205
1746,2017,Albania,United Kingdom of Great Britain and Northern Ireland,2423,2991,0,5414
1747,2017,Algeria,United Kingdom of Great Britain and Northern Ireland,323,201,0,524
1748,2017,Angola,United Kingdom of Great Britain and Northern Ireland,195,60,0,255
1749,2017,Antigua and Barbuda,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1750,2017,Egypt,United Kingdom of Great Britain and Northern Ireland,651,406,0,1057
1751,2017,Argentina,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1752,2017,Armenia,United Kingdom of Great Britain and Northern Ireland,50,40,0,90
1753,2017,Australia,United Kingdom of Great Britain and Northern Ireland,5,5,0,10
1754,2017,Azerbaijan,United Kingdom of Great Britain and Northern Ireland,79,58,0,137
1755,2017,Bahrain,United Kingdom of Great Britain and Northern Ireland,154,18,0,172
1756,2017,Barbados,United Kingdom of Great Britain and Northern Ireland,5,11,0,16
1757,2017,Burundi,United Kingdom of Great Britain and Northern Ireland,48,23,0,71
1758,2017,Benin,United Kingdom of Great Britain and Northern Ireland,6,14,0,20
1759,2017,Bangladesh,United Kingdom of Great Britain and Northern Ireland,1170,1686,0,2856
1760,2017,Bahamas,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1761,2017,Bhutan,United Kingdom of Great Britain and Northern Ireland,86,0,0,86
1762,2017,Burkina Faso,United Kingdom of Great Britain and Northern Ireland,5,8,0,13
1763,2017,Belarus,United Kingdom of Great Britain and Northern Ireland,160,24,0,184
1764,2017,Bolivia (Plurinational State of),United Kingdom of Great Britain and Northern Ireland,15,7,0,22
1765,2017,Botswana,United Kingdom of Great Britain and Northern Ireland,19,24,0,43
1766,2017,Brazil,United Kingdom of Great Britain and Northern Ireland,13,36,0,49
1767,2017,Bosnia and Herzegovina,United Kingdom of Great Britain and Northern Ireland,27,5,0,32
1768,2017,Belize,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1769,2017,Canada,United Kingdom of Great Britain and Northern Ireland,9,7,0,16
1770,2017,Central African Rep.,United Kingdom of Great Britain and Northern Ireland,9,0,0,9
1771,2017,Chad,United Kingdom of Great Britain and Northern Ireland,41,9,0,50
1772,2017,China,United Kingdom of Great Britain and Northern Ireland,1571,773,0,2344
1773,2017,Cameroon,United Kingdom of Great Britain and Northern Ireland,534,209,0,743
1774,2017,Congo,United Kingdom of Great Britain and Northern Ireland,130,36,0,166
1775,2017,Dem. Rep. of the Congo,United Kingdom of Great Britain and Northern Ireland,1103,241,0,1344
1776,2017,Comoros,United Kingdom of Great Britain and Northern Ireland,5,8,0,13
1777,2017,Colombia,United Kingdom of Great Britain and Northern Ireland,40,25,0,65
1778,2017,Cuba,United Kingdom of Great Britain and Northern Ireland,13,0,0,13
1779,2017,Cabo Verde,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1780,2017,Djibouti,United Kingdom of Great Britain and Northern Ireland,5,5,0,10
1781,2017,Dominica,United Kingdom of Great Britain and Northern Ireland,11,5,0,16
1782,2017,Ecuador,United Kingdom of Great Britain and Northern Ireland,14,5,0,19
1783,2017,Eritrea,United Kingdom of Great Britain and Northern Ireland,13590,950,0,14540
1784,2017,Ethiopia,United Kingdom of Great Britain and Northern Ireland,1387,494,0,1881
1785,2017,Fiji,United Kingdom of Great Britain and Northern Ireland,8,0,0,8
1786,2017,Gambia,United Kingdom of Great Britain and Northern Ireland,1312,136,0,1448
1787,2017,Palestinian,United Kingdom of Great Britain and Northern Ireland,486,238,0,724
1788,2017,Georgia,United Kingdom of Great Britain and Northern Ireland,48,74,0,122
1789,2017,Ghana,United Kingdom of Great Britain and Northern Ireland,278,233,0,511
1790,2017,Guinea-Bissau,United Kingdom of Great Britain and Northern Ireland,7,0,0,7
1791,2017,Greece,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1792,2017,Grenada,United Kingdom of Great Britain and Northern Ireland,15,15,0,30
1793,2017,Guatemala,United Kingdom of Great Britain and Northern Ireland,5,10,0,15
1794,2017,Guinea,United Kingdom of Great Britain and Northern Ireland,263,48,0,311
1795,2017,Guyana,United Kingdom of Great Britain and Northern Ireland,16,6,0,22
1796,2017,Haiti,United Kingdom of Great Britain and Northern Ireland,0,8,0,8
1797,2017,"China, Hong Kong SAR",United Kingdom of Great Britain and Northern Ireland,0,9,0,9
1798,2017,Honduras,United Kingdom of Great Britain and Northern Ireland,34,6,0,40
1799,2017,Croatia,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1800,2017,Cote d'Ivoire,United Kingdom of Great Britain and Northern Ireland,220,61,0,281
1801,2017,India,United Kingdom of Great Britain and Northern Ireland,351,1231,0,1582
1802,2017,Indonesia,United Kingdom of Great Britain and Northern Ireland,16,32,0,48
1803,2017,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,16085,2187,0,18272
1804,2017,Iraq,United Kingdom of Great Britain and Northern Ireland,4192,2868,0,7060
1805,2017,Israel,United Kingdom of Great Britain and Northern Ireland,10,6,0,16
1806,2017,Italy,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1807,2017,Jamaica,United Kingdom of Great Britain and Northern Ireland,358,160,0,518
1808,2017,Jordan,United Kingdom of Great Britain and Northern Ireland,54,39,0,93
1809,2017,Kazakhstan,United Kingdom of Great Britain and Northern Ireland,13,26,0,39
1810,2017,Kenya,United Kingdom of Great Britain and Northern Ireland,277,125,0,402
1811,2017,Kyrgyzstan,United Kingdom of Great Britain and Northern Ireland,28,11,0,39
1812,2017,Rep. of Korea,United Kingdom of Great Britain and Northern Ireland,7,9,0,16
1813,2017,Dem. People's Rep. of Korea,United Kingdom of Great Britain and Northern Ireland,362,36,0,398
1814,2017,Kuwait,United Kingdom of Great Britain and Northern Ireland,542,159,0,701
1815,2017,Liberia,United Kingdom of Great Britain and Northern Ireland,34,5,0,39
1816,2017,Libya,United Kingdom of Great Britain and Northern Ireland,1753,990,0,2743
1817,2017,Saint Lucia,United Kingdom of Great Britain and Northern Ireland,19,16,0,35
1818,2017,Lebanon,United Kingdom of Great Britain and Northern Ireland,150,92,0,242
1819,2017,Lesotho,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1820,2017,Sri Lanka,United Kingdom of Great Britain and Northern Ireland,5804,1401,0,7205
1821,2017,Lithuania,United Kingdom of Great Britain and Northern Ireland,0,7,0,7
1822,2017,Mauritania,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1823,2017,North Macedonia,United Kingdom of Great Britain and Northern Ireland,21,5,0,26
1824,2017,Rep. of Moldova,United Kingdom of Great Britain and Northern Ireland,18,0,0,18
1825,2017,Maldives,United Kingdom of Great Britain and Northern Ireland,30,7,0,37
1826,2017,Mexico,United Kingdom of Great Britain and Northern Ireland,9,29,0,38
1827,2017,Mali,United Kingdom of Great Britain and Northern Ireland,24,8,0,32
1828,2017,Malaysia,United Kingdom of Great Britain and Northern Ireland,126,98,0,224
1829,2017,Malawi,United Kingdom of Great Britain and Northern Ireland,319,102,0,421
1830,2017,Mongolia,United Kingdom of Great Britain and Northern Ireland,77,28,0,105
1831,2017,Morocco,United Kingdom of Great Britain and Northern Ireland,167,115,0,282
1832,2017,Mozambique,United Kingdom of Great Britain and Northern Ireland,5,6,0,11
1833,2017,Mauritius,United Kingdom of Great Britain and Northern Ireland,43,61,0,104
1834,2017,Myanmar,United Kingdom of Great Britain and Northern Ireland,836,90,0,926
1835,2017,Namibia,United Kingdom of Great Britain and Northern Ireland,30,101,0,131
1836,2017,Nepal,United Kingdom of Great Britain and Northern Ireland,24,135,0,159
1837,2017,Niger,United Kingdom of Great Britain and Northern Ireland,6,0,0,6
1838,2017,Nigeria,United Kingdom of Great Britain and Northern Ireland,2205,1749,0,3954
1839,2017,Norway,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1840,2017,Oman,United Kingdom of Great Britain and Northern Ireland,11,11,0,22
1841,2017,Pakistan,United Kingdom of Great Britain and Northern Ireland,7207,2758,0,9965
1842,2017,Philippines,United Kingdom of Great Britain and Northern Ireland,18,72,0,90
1843,2017,Poland,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1844,2017,Qatar,United Kingdom of Great Britain and Northern Ireland,6,0,0,6
1845,2017,Romania,United Kingdom of Great Britain and Northern Ireland,5,0,0,5
1846,2017,South Africa,United Kingdom of Great Britain and Northern Ireland,168,86,0,254
1847,2017,Russian Federation,United Kingdom of Great Britain and Northern Ireland,484,167,0,651
1848,2017,Rwanda,United Kingdom of Great Britain and Northern Ireland,111,28,0,139
1849,2017,El Salvador,United Kingdom of Great Britain and Northern Ireland,81,45,0,126
1850,2017,Saudi Arabia,United Kingdom of Great Britain and Northern Ireland,129,55,0,184
1851,2017,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,105,46,0,151
1852,2017,Senegal,United Kingdom of Great Britain and Northern Ireland,79,52,0,131
1853,2017,Seychelles,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
1854,2017,Singapore,United Kingdom of Great Britain and Northern Ireland,5,14,0,19
1855,2017,Sierra Leone,United Kingdom of Great Britain and Northern Ireland,292,81,0,373
1856,2017,Somalia,United Kingdom of Great Britain and Northern Ireland,4670,347,0,5017
1857,2017,Viet Nam,United Kingdom of Great Britain and Northern Ireland,1015,1199,0,2214
1858,2017,Saint Kitts and Nevis,United Kingdom of Great Britain and Northern Ireland,6,7,0,13
1859,2017,Sudan,United Kingdom of Great Britain and Northern Ireland,8132,1415,0,9547
1860,2017,South Sudan,United Kingdom of Great Britain and Northern Ireland,32,27,0,59
1861,2017,Eswatini,United Kingdom of Great Britain and Northern Ireland,57,7,0,64
1862,2017,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,9100,574,0,9674
1863,2017,United Rep. of Tanzania,United Kingdom of Great Britain and Northern Ireland,82,39,0,121
1864,2017,Thailand,United Kingdom of Great Britain and Northern Ireland,29,38,0,67
1865,2017,Tajikistan,United Kingdom of Great Britain and Northern Ireland,12,0,0,12
